HN,#genre#
CGTN 4MHD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010095/1.m3u8
CGTN 1.5MHD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010137/1.m3u8

JS,#genre#
CGTN 4MHD,http://[2409:8087:2001:20:2800:0:df6e:eb0a]/ott.mobaibox.com/PLTV/6/224/3221228095/index.m3u8
CGTN 4MHD,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/ott.mobaibox.com/PLTV/6/224/3221228095/index.m3u8
CGTN 2MHD,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/6/224/3221225917/index.m3u8
CGTN纪录 4MHD,http://[2409:8087:2001:20:2800:0:df6e:eb19]/ott.mobaibox.com/PLTV/6/224/3221227574/index.m3u8

其他,#genre#
CGTN 2MHD,http://223.110.241.206:6610/gitv/live1/G_CCTV-NEWS/G_CCTV-NEWS
NHK World Japan,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
RT NEWS,https://rt-glb.rttv.com/dvr/rtnews/playlist.m3u8
RT Doc.,https://rt-rtd.rttv.com/dvr/rtdoc/playlist.m3u8
Macau Info,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
Taiwan Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
TED Conference,https://tedconferences-ted-1-us.xiaomi.wurl.tv/playlist.m3u8
Ted Talks,https://tedconferences-ted-1-eu.xiaomi.wurl.tv/playlist.m3u8


HN-yishiteng-202411,#genre#

中国教育4_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010105/1.m3u8
重庆卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001891/460000089100010049/1.m3u8
重庆卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010053/1.m3u8
重庆卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010218/1.m3u8
CCTV1_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-2500k-1080P-cctv1/1.m3u8
CCTV1_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv1/1.m3u8
CCTV2_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv2/1.m3u8
CCTV3_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv3/1.m3u8
CCTV4_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-cctv4/1.m3u8
CCTV5_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-cctv5/1.m3u8
CCTV5_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv5/1.m3u8
CCTV5+_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv05plus/1.m3u8
CCTV6_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv6/1.m3u8
CCTV7_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv7/1.m3u8
CCTV8_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv8/1.m3u8
CCTV9_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-cctv9/1.m3u8
CCTV9_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv9/1.m3u8
CCTV10_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv10/1.m3u8
CCTV11_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-cctv11/1.m3u8
CCTV12_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv12/1.m3u8
CCTV13_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-cctv13/1.m3u8
CCTV14_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv14/1.m3u8
CCTV15_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-cctv15/1.m3u8
CCTV16_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-cctv16/1.m3u8
CCTV17_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-cctv17/1.m3u8
CGTN_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-cctvennews/1.m3u8
CGTN_1.5M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/cctvennews/1.m3u8
NewTV爱情喜剧_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/aiqingxj/1.m3u8
NewTV超级电视剧_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-NEWTV08/1.m3u8
NewTV超级电影_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-NEWTV06/1.m3u8
NewTV超级体育_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-NEWTV05/1.m3u8
NewTV超级综艺_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-NEWTV03/1.m3u8
NewTV潮妈辣婆_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-1500k-720P-cmlapo/1.m3u8
NewTV东北热剧_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-dongbeireju/1.m3u8
NewTV动作电影_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/dongzuody/1.m3u8
NewTV古装剧场_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/guzhuangjc/1.m3u8
NewTV欢乐剧场_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-huanlejc/1.m3u8
NewTV家庭剧场_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jiatingjc/1.m3u8
NewTV金牌综艺_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/saishijx/1.m3u8
NewTV惊悚悬疑_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jingsongxy/1.m3u8
NewTV精品大剧_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jdaju/1.m3u8
NewTV精品记录_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jingpinjl/1.m3u8
NewTV精品萌宠_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jingpinmc/1.m3u8
NewTV精品体育_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jtiyu/1.m3u8
NewTV精品综合_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/mingxingdp/1.m3u8
NewTV军旅剧场_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/junlvjc/1.m3u8
NewTV军事评论_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/junshipl/1.m3u8
NewTV农业致富_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/nongyezf/1.m3u8
NewTV热播精选_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/xiqumd/1.m3u8
NewTV炫舞未来_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-xwwl/1.m3u8
NewTV怡伴健康_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/ljiankangyouyue/1.m3u8
NewTV中国功夫_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-1500k-576P-gzkongfu/1.m3u8
安徽卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-anhuistv/1.m3u8
北京家有购物_4M720,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-1500k-576P-jiayougw/1.m3u8
北京卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-beijingstv/1.m3u8
纯享4K_17M2160,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-20M-2160P-chunxiang4k/1.m3u8
哒啵赛事_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/wmyx/1.m3u8
福建东南卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-dongnanstv/1.m3u8
甘肃卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-gansustv/1.m3u8
广东大湾区卫视_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-nanfangstv/1.m3u8
广东嘉佳卡通_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-jiajiakaton/1.m3u8
广东卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-guangdongstv/1.m3u8
广东卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-guangdongstv/1.m3u8
广东珠江_2.5M720,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-1500k-576P-zhujiangxw/1.m3u8
广西卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-guangxistv/1.m3u8
贵州卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-guizhoustv/1.m3u8
海南卫视_1.5M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/lvyoustv/1.m3u8
河北卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-hebeistv/1.m3u8
河南卫视_1.5M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/henanstv/1.m3u8
黑龙江卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-heilongjiangstv/1.m3u8
黑龙江卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-heilongjiangstv/1.m3u8
黑莓电影_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jdianying/1.m3u8
黑莓动画_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/donghuawg/1.m3u8
湖北卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-hubeistv/1.m3u8
湖北卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-hubeistv/1.m3u8
湖南金鹰纪实_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-jinyingjs/1.m3u8
湖南金鹰卡通_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-jinyingkaton/1.m3u8
湖南卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-hunanstv/1.m3u8
湖南卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-hunanstv/1.m3u8
吉林卫视_1.5M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/jilinstv/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-1500k-576P-haoxianggw/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-1500k-576P-huanqiugw/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/fengshanggw/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-kuailegw/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-yanxuangw/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-yangguanggw/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-4000k-1080P-yougw/1.m3u8
几个购物频道轮播_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-zhongshigw/1.m3u8
江苏卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-jiangsustv/1.m3u8
江苏卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-jiangsustv/1.m3u8
江苏优漫卡通_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-youmankaton/1.m3u8
江西卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-jiangxistv/1.m3u8
睛彩广场舞_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/MIGU-8000k-1080P-jcgcw/1.m3u8
睛彩青少_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-quanminrl/1.m3u8
辽宁卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-liaoningstv/1.m3u8
内蒙古卫视_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-neimenggustv/1.m3u8
宁夏卫视_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-ningxiastv/1.m3u8
青海卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-qinghaistv/1.m3u8
山东教育卫视_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-shandongjy/1.m3u8
山东卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-shandongstv/1.m3u8
山西卫视_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-shanxistv/1.m3u8
陕西卫视_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-shanxi1stv/1.m3u8
上海东方卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-dongfangstv/1.m3u8
上海东方卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-dongfangstv/1.m3u8
上海哈哈炫动_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-xuandongkaton/1.m3u8
上海纪实人文_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-shanghaijishi/1.m3u8
深圳卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-shenzhenstv/1.m3u8
四川卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-sichuanstv/1.m3u8
天津卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-tianjinstv/1.m3u8
西藏藏语卫视_1.5M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/zangyustv/1.m3u8
新海南_2.5M720,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-1500k-576P-nanhaiwang/1.m3u8
新疆卫视_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-xinjiangstv/1.m3u8
云南卫视_4M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-yunnanstv/1.m3u8
浙江卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-zhejiangstv/1.m3u8
中国教育1_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-jiaoyutv/1.m3u8
中国教育2_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-jiaoyutv2/1.m3u8
中国教育4_4M576,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/SD-4000k-576P-jiaoyutv4/1.m3u8
重庆卫视_8M1080,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/HD-8000k-1080P-chongqingstv/1.m3u8
重庆卫视_5.5M1080HEVC,http://[2409:8087:5e00:24::1e]:6060/200000001898/live/H265-5500k-1080P-chongqingstv/1.m3u8

JS-ipv6-202408,#genre#

CCTV3-20M,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/3/224/3221228499/index.m3u8
CCTV3-20M,http://[2409:8087:2001:20:2800:0:df6e:eb21]/ott.mobaibox.com/PLTV/3/224/3221228499/index.m3u8
CCTV16-25M,http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV16-25M,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV16-25M,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV4K-35M,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
CCTV4K-35M,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
CCTV8K-40M,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
4KUHD-20M,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/224/3221227506/index.m3u8
江苏4K修复-12M,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb07]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb13]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb16]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb17]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb19]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb0a]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb0d]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb0f]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/224/3221228149/index.m3u8
CCTV1-12M,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/224/3221228149/index.m3u8
CCTV1-2.5M,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/224/3221227736/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb07]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb0d]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3.5M,http://[2409:8087:2001:20:2800:0:df6e:eb0f]/ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1-3M,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221228287/index.m3u8
CCTV1-3M,http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/224/3221228287/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb07]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb13]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb14]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb16]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb17]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb19]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb21]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb23]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb0d]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb0d]/ott.mobaibox.com/PLTV/3/224/3221227702/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/224/3221227705/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb13]/ott.mobaibox.com/PLTV/3/224/3221227705/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221228146/index.m3u8
CCTV1-4.5M,http://[2409:8087:2001:20:2800:0:df6e:eb07]/ott.mobaibox.com/PLTV/3/224/3221228146/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb14]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb17]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb19]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb21]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1-4M,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
